Nama Satuan Pendidikan,NPSN,Bentuk Pendidikan,Status Sekolah,Alamat,Desa,Kecamatan,Lintang,Bujur,PD_L,PD_P,PD_Total,Guru,Tendik
SD ASSALAM,69995779,SD,Swasta,Kp. Cidadap RT.05 RW.05,Mekarwangi,Sindangkerta,-6.981557400000,107.406332100000,45,46,91,7,1
SD BINA MULIA MANDIRI,20279852,SD,Swasta,Komplek Permata Cimahi Blok  P8 No. 12A RT.08 RW.05,Tanimulya,Ngamprah,-6.862500000000,107.519900000000,52,60,112,8,1
SD BINA PERSADA,70042885,SD,Swasta,Jl. Gelapnyawang 5A RT.03 RW.011,Cipeundeuy,Padalarang,.000000000000,.000000000000,13,7,20,1,0
SD DAARUL FIKRI,20228186,SD,Swasta,"Komplek Cibaligo Permai, Jl. Daarul Fikri No. 02  RT.06 RW.02",Cihanjuang,Parongpong,-6.857000000000,107.571100000000,105,99,204,13,3
SD DAARUT TAUHIID,69991621,SD,Swasta,JL. Cigugur Girang No.33 Kp. pangsor RT.03 RW.07,Cigugur Girang,Parongpong,-6.856910400000,107.576823100000,194,154,348,22,8
SD DAMIAN SCHOOL,69786291,SD,Swasta,JL. Gurugantangan Kav.1 Blok A Kota Baru Parahyangan,Cipeundeuy,Padalarang,-6.872600000000,107.470200000000,49,37,86,7,5
SD FIRDAUS PERCIKAN IMAN,60730353,SD,Swasta,Jl. Bukit Firdaus No.9 Komp. Geger Kalong Permai  RT.07  RW.07,Ciwaruga,Parongpong,-6.858800000000,107.579200000000,121,110,231,12,3
SD FUN KIDS,69965932,SD,Swasta,KOMPLEK PURI BUDI ASRI BLOK C NO.6-7,Cihanjuang,Parongpong,-6.851871000000,107.572068000000,45,50,95,9,2
SD GEMILANG MUTAFANNIN,20231472,SD,Swasta,Jln Raya Gadobangkong No 167/B  RT.01 RW.06,Cimareme,Ngamprah,-6.865800000000,107.512400000000,151,101,252,12,2
SD GLOBAL NUSANTARA,70007473,SD,Swasta,"Jl G.A Manulang, No.226",Jayamekar,Padalarang,-6.850900000000,107.469700000000,26,16,42,3,2
SD INTERAKTIF ABDUSSALAM,20258189,SD,Swasta,Jl. Cihanjuang Cibaligo No.17  RT.10 RW.01,Cihanjuang,Parongpong,-6.860800000000,107.564000000000,90,75,165,17,5
SD ISLAM TERPADU FIRDAUS,69985989,SD,Swasta,Jl. Raya lembang KM.13.1 RT.03 RW.06,Gudangkahuripan,Lembang,-6.830000000000,107.606200000000,76,71,147,13,4
SD IT AL AMANAH,20267595,SD,Swasta,Jl Lapang Rt.01/11,Cibogo,Lembang,-6.808800000000,107.649500000000,148,147,295,13,3
SD IT AL ISTIQOMAH,69995876,SD,Swasta,Kp. Babakan RT 04 RW 05,Cijambu,Cipongkor,-6.930900000000,107.331700000000,63,73,136,4,2
SD IT AN-NUUR,70037622,SD,Swasta,Jl. Cipanjak No.02 RT.04/11,Cigugur Girang,Parongpong,-6.845200000000,107.583400000000,101,64,165,11,2
SD IT AT-TOYYIBAH,70012085,SD,Swasta,Kp. Ciempo RT 02 RW 08,Karanganyar,Cililin,.000000000000,.000000000000,31,35,66,4,1
SD IT DARUNNAJAH,69966324,SD,Swasta,Jl. ladar Kp. Ciptakarya RT.05 RW.07,Laksanamekar,Padalarang,-6.884182000000,107.508568000000,41,35,76,5,2
SD IT FITHRAH INSANI,20227530,SD,Swasta,Jl. Simbiosis No.2  H Gofur Tanimulya   RT.03 RW.15,Tanimulya,Ngamprah,-6.861000000000,107.523900000000,393,377,770,41,8
SD IT GITA ISLAMIC SCHOOL,69761835,SD,Swasta,Jl. Grand Hotel No. 44a,Lembang,Lembang,-6.816600000000,107.619700000000,16,21,37,5,3
SD IT HIDAYATUL MUSTOFA,70038956,SD,Swasta,Kp. Tambakan Rt.001 Rw.004,Cipatik,Cihampelas,6.656200000000,107.301100000000,18,23,41,2,2
SD IT MADINATUL ULUM,69918870,SD,Swasta,JL. KARYAWANGINO.69 RT.01 RW.05,Karyawangi,Parongpong,-6.817000000000,107.582500000000,134,122,256,11,1
SD IT PERMATA,69950748,SD,Swasta,KP. PANGHEOTAN RT.01 RW.16,Mandalamukti,Cikalongwetan,-6.747842000000,107.444002000000,54,52,106,8,3
SD IT SIRNAGALIH,69964837,SD,Swasta,KP. PAPASIRAN RT.04 RW.03,Sirnagalih,Cipongkor,-6.911100000000,107.320900000000,116,108,224,10,1
SD KARAKTER SABILUL ILMY,70030309,SD,Swasta,Kp. Sukamulya RT.002 RW.025,Padalarang,Padalarang,-6.843300000000,107.478100000000,89,82,171,8,2
SD KARTIKA X-3,20228189,SD,Swasta,Jl. Kol. Masturi  RT.03 RW.11 Ds. Karyawangi Parongpong,Karyawangi,Parongpong,-6.802400000000,107.583300000000,238,233,471,28,7
SD KHAS DAARUL YAUMI,70040185,SD,Swasta,Taman Bunga Cilame A2 No.17,Cilame,Ngamprah,-6.850919000000,107.510168000000,30,31,61,5,1
SD KHOIRUR ROOZIQIIN,70055952,SD,Swasta,Jl. Raya Cimareme RT. 001 RW. 002,Cimareme,Ngamprah,-6.863100000000,107.504600000000,30,31,61,6,4
SD MUSLIMIN PEUSING,20270308,SD,Swasta,KP. PEUSING TENGAH RT.004 RW.003,Sindangkerta,Sindangkerta,-6.982800000000,107.412000000000,44,31,75,6,2
SD N 3 RANCAPANGGUNG,20206314,SD,Negeri,Jln. Terusan PLTA Saguling Cijenuk Kp. Pasirpanjang,Rancapanggung,Cililin,-6.966900000000,107.424200000000,167,157,324,16,2
SD N BOJONGWANGI,20206919,SD,Negeri,Kp. Situhiang,Mukapayung,Cililin,-6.983100000000,107.436300000000,73,48,121,8,1
SD NEGERI  2 GUNUNGMASIGIT,20205561,SD,Negeri,Kp. Rancamoyan RT.03 RW.14,Gunungmasigit,Cipatat,-6.819300000000,107.433100000000,109,104,213,8,2
SD NEGERI  GUDANG KAHURIPAN,20207696,SD,Negeri,Jl. Raya Lembang No. 14,Gudangkahuripan,Lembang,-6.838800000000,107.598500000000,166,198,364,15,4
SD NEGERI  LEMBANG,20205734,SD,Negeri,Jl. Pasar Raya Panorama,Lembang,Lembang,-6.825200000000,107.627500000000,315,242,557,24,3
SD NEGERI  MASWATI,20205143,SD,Negeri,Jalan Perkebunan Maswati  RT.02 RW.07,Kanangasari,Cikalongwetan,-6.761900000000,107.407300000000,107,78,185,6,2
SD NEGERI  TUNAS KARYA,20205908,SD,Negeri,Perkebunan Sukawana  RT.01 RW.12,Karyawangi,Parongpong,-6.784000000000,107.587000000000,33,34,67,7,1
SD NEGERI 1 BABAKANTALANG,20206702,SD,Negeri,Kp. Cigombong RT.4 RW.13,Cibedug,Rongga,-7.008700000000,107.278600000000,48,44,92,7,2
SD NEGERI 1 BOJONG,20207005,SD,Negeri,Jl. Pasar Bojong No.56 RT.3 RW.4,Bojong,Rongga,-6.986500000000,107.275600000000,95,62,157,7,2
SD NEGERI 1 BUNIJAYA,20207989,SD,Negeri,Jl. Raya Bunijaya RT.02 RW.03,Bunijaya,Gununghalu,-7.008900000000,107.274600000000,60,47,107,6,2
SD NEGERI 1 CELAK,20208027,SD,Negeri,Kp. Jambuhala RT.01 RW.02,Celak,Gununghalu,-7.006500000000,107.207400000000,129,96,225,11,2
SD NEGERI 1 CIBACANG,20208037,SD,Negeri,Kp Garunggang Rt 04 rw 10,Cipeundeuy,Padalarang,-6.874400000000,107.476400000000,65,60,125,6,2
SD NEGERI 1 CIBEDUG,20207995,SD,Negeri,Kp. Nunuk RT. 03 RW. 05,Cibedug,Rongga,-7.004900000000,107.266100000000,53,51,104,8,1
SD NEGERI 1 CIBENDA,20208003,SD,Negeri,Jl.AMD No. 50 Kp. Petir RT.02 RW.05,Cibenda,Cipongkor,-6.940900000000,107.324000000000,174,187,361,12,2
SD NEGERI 1 CIBODAS,20207844,SD,Negeri,Jl. Maribaya Timur No. 100,Cibodas,Lembang,-6.824900000000,107.686400000000,229,205,434,15,2
SD NEGERI 1 CIBOGO,20207853,SD,Negeri,Jl. Tangkuban Perahu No.87,Cibogo,Lembang,-6.812400000000,107.634800000000,34,48,82,4,1
SD NEGERI 1 CIBURUY,20207930,SD,Negeri,Jl.Raya Ciburuy No.292,Ciburuy,Padalarang,-6.834200000000,107.468500000000,222,225,447,17,4
SD NEGERI 1 CICANGKANGGIRANG,20207907,SD,Negeri,Kp. Sukasari,Cicangkang Girang,Sindangkerta,-6.994600000000,107.385400000000,228,193,421,14,1
SD NEGERI 1 CICANGKANGHILIR,20207882,SD,Negeri,"Jl. PLTA Saguling, Kp Wareng RT. 004/ RW. 004",Sukamulya,Cipongkor,-6.952814000000,107.402565000000,118,125,243,10,5
SD NEGERI 1 CIHAMPELAS,20208143,SD,Negeri,Jl. Raya Cihampelas No 29,Mekarmukti,Cihampelas,-6.929400000000,107.475600000000,420,383,803,31,3
SD NEGERI 1 CIHARASHAS,20208221,SD,Negeri,Jln. Ciloa No.80 RT.02 RW.02,Mekarsari,Ngamprah,-6.842600000000,107.501300000000,136,129,265,10,3
SD NEGERI 1 CIJAWA,20208204,SD,Negeri,Kp. Cijawa RT.01 RW.08,Sukahaji,Cipeundeuy,-6.735100000000,107.378100000000,175,166,341,13,5
SD NEGERI 1 CIJENUK,20208188,SD,Negeri,Kp.Cijenuk,Cijenuk,Cipongkor,-6.961100000000,107.378100000000,34,19,53,6,1
SD NEGERI 1 CIKALONGWETAN,20208084,SD,Negeri,Jl. Cikalong Cipeundeuy RT.02 RW.02,Cikalong,Cikalongwetan,-6.735500000000,107.435400000000,203,183,386,14,2
SD NEGERI 1 CIKIDANG,20208120,SD,Negeri,Kp. Cikareumbi,Cikidang,Lembang,-6.808300000000,107.670600000000,183,177,360,16,2
SD NEGERI 1 CILANGARI,20208103,SD,Negeri,Kp. Tegalega  RT.002 RW.008,Cilangari,Gununghalu,-7.039800000000,107.295600000000,85,77,162,8,1
SD NEGERI 1 CILEDUG,20207578,SD,Negeri,Jl. Dirawinata No. 4,Tanimulya,Ngamprah,-6.854100000000,107.532600000000,353,325,678,21,2
SD NEGERI 1 CILILIN,20207576,SD,Negeri,Jalan Raya Alun-Alun Timur No. 1,Cililin,Cililin,-6.951700000000,107.457800000000,206,208,414,15,3
SD NEGERI 1 CILUMBER,20207538,SD,Negeri,Kp. Cilumber  RT 04  RW 07 Desa Cibogo Kecamatan Lembang,Cibogo,Lembang,-6.805200000000,107.640700000000,174,157,331,15,2
SD NEGERI 1 CIMAREL,20207541,SD,Negeri,Kp. Cimarel RT.1 RW.17,Sukaresmi,Rongga,-6.948200000000,107.271800000000,99,106,205,8,1
SD NEGERI 1 CIMAREME,20207550,SD,Negeri,Jln. Raya Cimareme No.314  RT.02 RW.01,Cimareme,Ngamprah,-6.860900000000,107.500800000000,160,156,316,13,2
SD NEGERI 1 CIMERANG,20207610,SD,Negeri,Jl. RAYA BATUJAJAR,Laksanamekar,Padalarang,-6.876100000000,107.504000000000,225,224,449,16,2
SD NEGERI 1 CIPADA,20207596,SD,Negeri,Jl. Desa Cipada No.18 RT.02 RW.02,Cipada,Cisarua,-6.777800000000,107.524300000000,160,173,333,10,3
SD NEGERI 1 CIPADANGMANAH,20207594,SD,Negeri,Kp. Cipadangmanah,Padalarang,Padalarang,-6.838800000000,107.470600000000,92,109,201,7,1
SD NEGERI 1 CIPANAS,20207477,SD,Negeri,Jln. Curug Panganten No.74,Padaasih,Cisarua,-6.854700000000,107.560400000000,127,143,270,10,1
SD NEGERI 1 CIPATAT,20207431,SD,Negeri,Jl. Raya Cipatat No.79 RT.01 RW.04,Ciptaharja,Cipatat,-6.827400000000,107.378600000000,111,122,233,12,1
SD NEGERI 1 CIPATIK,20207453,SD,Negeri,Jl.raya Cipatik (BBS),Cipatik,Cihampelas,-6.935800000000,107.504100000000,355,347,702,22,4
SD NEGERI 1 CIPEUNDEUY,20207443,SD,Negeri,Jl. Tembokan No.7,Cipeundeuy,Padalarang,-6.858800000000,107.498300000000,125,113,238,7,2
SD NEGERI 1 CIPEUNDEUY,20207511,SD,Negeri,Jl Raya Cipeundeuy no 08 RT 01 RW 10,Cipeundeuy,Cipeundeuy,-6.739900000000,107.361400000000,234,250,484,22,4
SD NEGERI 1 CIPONGKOR,20207524,SD,Negeri,Jl PLTA Saguling No.586 RT.01 RW.03,Mekarsari,Cipongkor,-6.952900000000,107.364100000000,108,114,222,8,2
SD NEGERI 1 CIRAJA,20207487,SD,Negeri,Kp. Ciraja RT.03 RW.08,Sirnaraja,Cipeundeuy,-6.769700000000,107.383400000000,65,62,127,7,1
SD NEGERI 1 CISANDAWUT,20207759,SD,Negeri,Kp. Malaka,Sindangkerta,Sindangkerta,-6.991200000000,107.423700000000,122,142,264,8,2
SD NEGERI 1 CISAUHEUN,20207753,SD,Negeri,Jl. Cirata RT. 02 RW. 01,Ciroyom,Cipeundeuy,-6.707600000000,107.355200000000,112,119,231,7,4
SD NEGERI 1 CISOMANG,20207766,SD,Negeri,Kp.Babakan Mekar RT.01 RW.10,Wangunjaya,Cikalongwetan,-6.720700000000,107.464900000000,256,264,520,20,2
SD NEGERI 1 CURUG AGUNG,20207793,SD,Negeri,Kp. Curug Agung,Kertajaya,Padalarang,-6.844700000000,107.498400000000,259,253,512,17,2
SD NEGERI 1 EKACITA,20207669,SD,Negeri,Kp. Cibanggala  RT.03 RW.12,Puteran,Cikalongwetan,-6.702300000000,107.397900000000,80,72,152,7,1
SD NEGERI 1 GIRIWANGI,20207677,SD,Negeri,Kp.pasirteureup,Cijenuk,Cipongkor,-6.973600000000,107.381700000000,103,68,171,8,4
SD NEGERI 1 GUNUNG BENTANG,20207693,SD,Negeri,Kp. Gunung Bentang Rt. 03 Rw. 16,Jayamekar,Padalarang,-6.856100000000,107.458200000000,104,117,221,8,1
SD NEGERI 1 GUNUNGHALU,20205546,SD,Negeri,Jl. Raya Gununghalu No. 635 RT.02 RW.02,Sirnajaya,Gununghalu,-7.025000000000,107.313500000000,161,165,326,16,3
SD NEGERI 1 JAMBUDIPA,20205606,SD,Negeri,Jln. S Soebaryo,Jambudipa,Cisarua,-6.811600000000,107.559000000000,236,215,451,16,4
SD NEGERI 1 JATI,20205620,SD,Negeri,Kp. Nangkod Rt 04/03,JATI,Saguling,-6.900000000000,107.401500000000,108,95,203,9,2
SD NEGERI 1 JAYAGIRI,20267601,SD,Negeri,Jl. Jayagiri No. 27,Jayagiri,Lembang,-6.810600000000,107.617800000000,196,198,394,15,0
SD NEGERI 1 KAMULYAN,20262460,SD,Negeri,Jalan Irigasi No.16 Situ Tengah,Ciburuy,Padalarang,-6.838000000000,107.477100000000,112,124,236,8,3
SD NEGERI 1 KARANGTANJUNG,20205438,SD,Negeri,Jl. Raya Karangtanjung,Karangtanjung,Cililin,-6.950400000000,107.465500000000,160,117,277,12,2
SD NEGERI 1 KAYUAMBON,20205515,SD,Negeri,Jl. Kenanga No. 42,Kayuambon,Lembang,-6.813500000000,107.620800000000,278,228,506,20,1
SD NEGERI 1 KERTAJAYA,20205476,SD,Negeri,Jl. U Suryadi No .12,Kertajaya,Padalarang,-6.849500000000,107.492500000000,205,198,403,14,4
SD NEGERI 1 KERTAMULYA,20205492,SD,Negeri,Jl.H.Dasuki,Kertamulya,Padalarang,-6.848800000000,107.486700000000,168,189,357,13,3
SD NEGERI 1 KRIDA UTAMA,20205744,SD,Negeri,Jl. Gedong V  Komplek Gedong X,Kertamulya,Padalarang,-6.844100000000,107.492400000000,147,160,307,6,4
SD NEGERI 1 LANGENSARI,20205827,SD,Negeri,Jl. Maribaya KM 3 Lembang,Langensari,Lembang,-6.829600000000,107.643800000000,136,135,271,16,3
SD NEGERI 1 MARGALAKSANA,20205165,SD,Negeri,Kp. Cimerang,Cimerang,Padalarang,-6.879200000000,107.488200000000,99,99,198,7,3
SD NEGERI 1 MEDALSIRNA,20205127,SD,Negeri,Jl. PTPN VIII Pangheotan Kp. Cilame RT 01 RW 19,Cempakamekar,Padalarang,-6.804100000000,107.464800000000,78,66,144,7,2
SD NEGERI 1 MEKARSARI,20205196,SD,Negeri,Komplek Padasuka Indah II No. F 30,Gadobangkong,Ngamprah,-6.870843700000,107.521854200000,59,57,116,9,2
SD NEGERI 1 NANGGELENG,20205035,SD,Negeri,Kp.Cinangsi RT.04 RW.07,Nanggeleng,Cipeundeuy,-6.757700000000,107.352700000000,87,87,174,8,4
SD NEGERI 1 NGAMPRAH,20205116,SD,Negeri,Kp. Cipulus  RT.04 RW.06,Ngamprah,Ngamprah,-6.830900000000,107.508700000000,109,112,221,10,2
SD NEGERI 1 NYALINDUNG,20205079,SD,Negeri,Jl. Raya Purwakarta No.723,Nyalindung,Cipatat,-6.792000000000,107.433800000000,87,76,163,7,3
SD NEGERI 1 NYOMPLONG,20205087,SD,Negeri,Kp. Nyomplong Rt.03 Rw.16,Rajamandala Kulon,Cipatat,-6.826700000000,107.361100000000,86,95,181,8,3
SD NEGERI 1 PADALARANG,20205089,SD,Negeri,JL.Purwakarta Kp. Gembol Sari Gg H. Mamun RT 02 RW 05,Kertamulya,Padalarang,-6.838800000000,107.484800000000,81,61,142,7,1
SD NEGERI 1 PADASUKA,20205350,SD,Negeri,Jl. Cijengkol No 29,Wangunsari,Lembang,-6.845748535635,107.609207494945,163,142,305,11,3
SD NEGERI 1 PAGERWANGI,20205332,SD,Negeri,Kp. Bunisari,Mekarwangi,Lembang,-6.840800000000,107.635400000000,140,127,267,9,2
SD NEGERI 1 PARIGI,20205246,SD,Negeri,KP. Parigi   RT 02 / 11,Tagogapu,Padalarang,-6.810800000000,107.477800000000,114,110,224,10,2
SD NEGERI 1 PASIRHALANG,20205292,SD,Negeri,Jl. Pasirhalang No.134,Pasirhalang,Cisarua,-6.820000000000,107.536800000000,82,74,156,8,1
SD NEGERI 1 PASIRLANGU,20206355,SD,Negeri,Jl. Sukaraja RT. 03 RW. 05,Pasirlangu,Cisarua,-6.798500000000,107.536000000000,103,87,190,6,2
SD NEGERI 1 PASIRPOGOR,20206332,SD,Negeri,Kp. Bojongloa,Pasirpogor,Sindangkerta,-6.982400000000,107.393900000000,127,111,238,7,2
SD NEGERI 1 PUTERAN,20206378,SD,Negeri,Kp. Blok Desa  RT.04 RW.03,Puteran,Cikalongwetan,-6.712100000000,107.392900000000,100,94,194,8,2
SD NEGERI 1 RAJAMANDALAKULON,20206377,SD,Negeri,Jl. Raya Rajamandala Kulon No.494,Rajamandala Kulon,Cipatat,-6.832800000000,107.348100000000,218,206,424,14,3
SD NEGERI 1 RAJAMANDALAWETAN,20206264,SD,Negeri,Kp. Warung Domba RT.03 RW.01,Mandalamukti,Cikalongwetan,-6.747500000000,107.450100000000,162,151,313,12,2
SD NEGERI 1 RANCAIRUNG,20206235,SD,Negeri,Kp.cilimus,Tanjungjaya,Cihampelas,-6.923000000000,107.437000000000,104,94,198,8,2
SD NEGERI 1 RANCAPANGGUNG,20206303,SD,Negeri,Kp.Rancapanggung,Rancapanggung,Cililin,-6.979800000000,107.422300000000,142,137,279,9,0
SD NEGERI 1 RENDE,20227565,SD,Negeri,Jl. Ciganda Cikalongwetan RT.04 RW.06,Rende,Cikalongwetan,-6.730000000000,107.403400000000,143,131,274,13,3
SD NEGERI 1 SODONG,20206473,SD,Negeri,Kp. Cikabodas RT.02 RW.01,Tamanjaya,Gununghalu,-6.998900000000,107.321300000000,77,74,151,7,1
SD NEGERI 1 SUDIMAMPIR,20206427,SD,Negeri,Jln. Letkol G.A Manulang No. 132,Padalarang,Padalarang,-6.848800000000,107.477900000000,112,113,225,9,2
SD NEGERI 1 SUKARAME,20205952,SD,Negeri,Jl.Raya Cipatat Km.34 RT. 04 RW. 16,Cipatat,Cipatat,-6.831200000000,107.367400000000,148,127,275,10,1
SD NEGERI 1 SUKARESMI,20205933,SD,Negeri,Kp. Cibaros RT.02 RW.08,Sukaresmi,Rongga,-6.943600000000,107.289800000000,114,109,223,9,2
SD NEGERI 1 SUMURBANDUNG,20205984,SD,Negeri,Kp. Singapura RT.01 RW.11,Sumurbandung,Cipatat,-6.798000000000,107.420600000000,142,126,268,9,3
SD NEGERI 1 SUNTENJAYA,20205992,SD,Negeri,Kp. Dago,Suntenjaya,Lembang,-6.836500000000,107.709800000000,111,97,208,6,3
SD NEGERI 1 TAGOGAPU,20206002,SD,Negeri,Jl Raya Purwakarta No. 343,Tagogapu,Padalarang,-6.814000000000,107.470600000000,196,208,404,15,1
SD NEGERI 1 TENJOLAUT,20205852,SD,Negeri,Kp. Tenjolaut RT.03 RW.06,Tenjolaut,Cikalongwetan,-6.707800000000,107.417100000000,55,53,108,8,1
SD NEGERI 1 WANGUN,20205906,SD,Negeri,Kp. Pasirbuleud,Wangunsari,Sindangkerta,-7.021100000000,107.409100000000,44,39,83,8,2
SD NEGERI 1 WANGUNSARI,20205904,SD,Negeri,Jl. Wangunsari No.87,Wangunsari,Lembang,-6.831923800000,107.616699600000,171,190,361,14,2
SD NEGERI 10 LEMBANG,20205660,SD,Negeri,Jl. Barulaksana No. 182,Jayagiri,Lembang,-6.811100000000,107.620800000000,152,158,310,14,2
SD NEGERI 11 LEMBANG,20205659,SD,Negeri,Jl. Grand Hotel No.43,Lembang,Lembang,-6.816500000000,107.617400000000,191,183,374,17,1
SD NEGERI 12 LEMBANG,20205658,SD,Negeri,Jl. Gunung Putri No. 6 RT 01 RW 10,Jayagiri,Lembang,-6.805200000000,107.625200000000,93,84,177,9,4
SD NEGERI 2 BABAKANTALANG,20206701,SD,Negeri,Kp.  Babakan RT.2 RW.12,Sukamanah,Rongga,-7.001800000000,107.283500000000,86,74,160,8,2
SD NEGERI 2 BOJONG,20207001,SD,Negeri,Kp. Lengsar,Bojong,Rongga,-6.987200000000,107.268100000000,109,110,219,9,3
SD NEGERI 2 BUNIJAYA,20207976,SD,Negeri,Kp. Warungkupa RT.04 RW.07,Bunijaya,Gununghalu,-7.011400000000,107.267600000000,89,66,155,9,1
SD NEGERI 2 CELAK,20208026,SD,Negeri,Kp. Jambuhala RT. 01 RW.02,Celak,Gununghalu,-7.020600000000,107.366900000000,47,54,101,7,3
SD NEGERI 2 CIBACANG,20208036,SD,Negeri,Kp. Cibacang Rt. 04/Rw.05,Cipeundeuy,Padalarang,-6.867900000000,107.483300000000,72,74,146,6,2
SD NEGERI 2 CIBEDUG,20207994,SD,Negeri,Kp. Pasir Bakti,Cibedug,Rongga,-7.003500000000,107.260900000000,100,92,192,8,1
SD NEGERI 2 CIBENDA,20208004,SD,Negeri,Jl. AMD Manunggal No.50 Kp. Pasirhuni RT.04 RW.02,Cintaasih,Cipongkor,-6.961000000000,107.318300000000,106,111,217,7,2
SD NEGERI 2 CIBODAS,20207839,SD,Negeri,Kp. Sukamaju,Cibodas,Lembang,-6.824800000000,107.672000000000,200,176,376,14,4
SD NEGERI 2 CIBODAS,20207840,SD,Negeri,Kp Bojong Haleuang,BOJONG HALEUANG,Saguling,-6.861100000000,107.458800000000,156,150,306,11,3
SD NEGERI 2 CIBOGO,20207852,SD,Negeri,Asrama Brimob Cikole,Cikole,Lembang,-6.795100000000,107.655200000000,177,160,337,14,1
SD NEGERI 2 CIBURUY,20207917,SD,Negeri,Jl. Raya Ciburuy No. 293,Ciburuy,Padalarang,-6.841600000000,107.478300000000,102,95,197,8,3
SD NEGERI 2 CICANGKANGHILIR,20208187,SD,Negeri,Kp. Pasarlama RT.01 RW.05,Sukamulya,Cipongkor,-6.953000000000,107.403400000000,66,82,148,6,3
SD NEGERI 2 CIJAWA,20208203,SD,Negeri,"Jl,.sukahaji RT.01 RW.01",Sukahaji,Cipeundeuy,-6.733300000000,107.366200000000,120,74,194,8,2
SD NEGERI 2 CIKALONGWETAN,20208083,SD,Negeri,Kp. Sirnagalih RT.02 RW.02,Cikalong,Cikalongwetan,-6.735400000000,107.435700000000,106,89,195,9,2
SD NEGERI 2 CIKANDE,20208045,SD,Negeri,Kp Cikande RT. 02/02,CIKANDE,Saguling,-6.870500000000,107.441100000000,119,102,221,11,4
SD NEGERI 2 CILANGARI,20208102,SD,Negeri,Kp. Neglasari RT.02 RW.13,Cilangari,Gununghalu,-7.050100000000,107.200600000000,46,42,88,7,1
SD NEGERI 2 CILEDUG,20207564,SD,Negeri,Kp. Cijerah RT 02 RW 03 Desa Tanimulya Kec. Ngamprah Kab. Bandung Barat,Tanimulya,Ngamprah,-6.863300000000,107.523400000000,182,192,374,16,3
SD NEGERI 2 CILILIN,20207575,SD,Negeri,Jln Pasar Lama RT.05 Rw.08,Cililin,Cililin,-6.948400000000,107.464700000000,130,132,262,14,2
SD NEGERI 2 CIMAREL,20207551,SD,Negeri,Kp. Babakan Jampang RT.2 RW.5,Cibitung,Rongga,-6.921800000000,107.296200000000,113,73,186,6,2
SD NEGERI 2 CIMAREME,20207548,SD,Negeri,Jl. Raya Cimareme No.302  RT.01 RW.02,Cimareme,Ngamprah,-6.861600000000,107.501500000000,217,219,436,17,3
SD NEGERI 2 CIMERANG,20207609,SD,Negeri,Jl. Raya Batujajar No.143,Laksanamekar,Padalarang,-6.875900000000,107.504000000000,233,203,436,16,2
SD NEGERI 2 CIPANAS,20207476,SD,Negeri,Jl. Cipanas No.61  RT.02 RW.04,Padaasih,Cisarua,-6.829800000000,107.563700000000,123,98,221,7,2
SD NEGERI 2 CIPEUNDEUY,20207509,SD,Negeri,Jalan Tembokan 35,Cipeundeuy,Padalarang,-6.859500000000,107.497200000000,104,100,204,7,2
SD NEGERI 2 CIPEUNDEUY,20207510,SD,Negeri,Kp Hegarmanah Rt 002 Rw 013,Cipeundeuy,Cipeundeuy,-6.741500000000,107.355800000000,91,74,165,8,3
SD NEGERI 2 CIPONGKOR,20207523,SD,Negeri,Kp.Pasirsaji RT.02 RW.02,Neglasari,Cipongkor,-6.958200000000,107.360400000000,94,74,168,6,4
SD NEGERI 2 CIPTAHARJA,20205950,SD,Negeri,Jl. Sukarame No.18 RT.01 RW.02,Ciptaharja,Cipatat,-6.833300000000,107.367900000000,279,272,551,24,2
SD NEGERI 2 CIRAJA,20207486,SD,Negeri,Kp. Babakan Tapos RT.03 RW.03,Sirnaraja,Cipeundeuy,-6.769300000000,107.386500000000,47,32,79,7,0
SD NEGERI 2 CISANDAWUT,20207758,SD,Negeri,Jl. Raya Sindangkerta,Sindangkerta,Sindangkerta,-6.991700000000,107.405000000000,129,108,237,6,3
SD NEGERI 2 CISAUHEUN,20207752,SD,Negeri,JL PLTA CIRATA KM 04,Sirnagalih,Cipeundeuy,-6.711600000000,107.371100000000,104,98,202,8,2
SD NEGERI 2 CISOMANG,20207765,SD,Negeri,Jl. PTPN VIII Panglejar,Cisomang Barat,Cikalongwetan,-6.719600000000,107.463900000000,161,153,314,13,2
SD NEGERI 2 CITATAH,20207745,SD,Negeri,Kp. Bulan-Bulan RT 02 RW 16,Citatah,Cipatat,-6.838397000000,107.419326300000,204,193,397,14,2
SD NEGERI 2 CURUGAGUNG,20207792,SD,Negeri,Kp. Curug Agung,Kertajaya,Padalarang,-6.844600000000,107.498500000000,85,94,179,7,1
SD NEGERI 2 EKACITA,20207668,SD,Negeri,Kp. Ciporang RT.02 RW.14,Puteran,Cikalongwetan,-6.698800000000,107.401900000000,44,63,107,7,2
SD NEGERI 2 GIRIWANGI,20207688,SD,Negeri,Kp.pasirteureup,Cijenuk,Cipongkor,-6.973500000000,107.381600000000,127,105,232,7,1
SD NEGERI 2 GUNUNG BENTANG,20207692,SD,Negeri,Jln. Gunung Bentang Rt 01 Rw 23,Jayamekar,Padalarang,-6.856100000000,107.457900000000,128,128,256,8,2
SD NEGERI 2 GUNUNGHALU,20205565,SD,Negeri,Kp. Pasir Jaya RT.03 RW.17,Gununghalu,Gununghalu,-7.021700000000,107.314100000000,39,44,83,7,3
